Stname,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Indiana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,2,0,0,0,0,0,0,3,2,6,2,5,5,4,4,2,0,0,2,,,,,,,,,,,,,,,,,,,,,
Indiana,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,1,0,0,1,1,2,1,3,1,2,0,2,3,1,4,4,2,3,2,3,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,1,2,1,1,2,0,0,2,2,3,2,0,2,0,0,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
Indiana,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,5,0,1,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,1,1,0,0,3,0,1,1,0,0,2,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Indiana,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Indiana,0,0,0,0,0,0,0,0,0,16,12,10,7,19,15,26,32,0,0,62,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,3,2,1,2,8,4,5,4,2,1,11,11,9,4,5,7,2,10,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,0,0,3,2,0,1,0,0,2,0,4,0,14,3,9,5,5,,,,,,,,,,,,,,,,,,,,,
Iowa,2,0,0,1,2,3,3,0,2,1,1,3,5,6,2,8,3,7,4,5,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,1,0,1,0,0,0,1,0,3,4,0,5,0,2,3,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,2,0,2,0,0,0,1,3,1,3,4,0,3,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,1,5,4,1,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,2,1,1,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,2,1,1,3,5,5,6,10,10,10,13,12,17,6,14,12,16,8,17,,,,,,,,,,,,,,,,,,,,,
Iowa,1,1,0,0,1,1,0,2,5,1,0,1,3,2,6,5,4,0,1,4,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,1,0,0,0,1,1,1,3,0,0,1,1,2,4,2,3,4,7,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,1,1,2,1,2,1,1,0,2,7,0,9,5,3,2,4,,,,,,,,,,,,,,,,,,,,,
Iowa,1,1,2,1,0,0,0,1,0,1,0,2,0,5,4,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,3,4,2,3,7,5,7,8,5,12,9,29,17,27,22,36,33,30,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,1,3,1,3,7,1,2,2,3,4,1,1,2,4,3,3,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,2,1,1,0,1,0,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,1,2,0,0,0,0,1,0,0,1,1,3,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,4,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,5,2,0,3,1,2,8,6,3,2,0,1,5,2,1,3,0,3,3,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,1,1,0,2,1,3,1,3,4,4,3,12,10,8,6,7,4,6,,,,,,,,,,,,,,,,,,,,,
Iowa,1,1,1,1,0,1,2,2,0,1,1,0,1,1,3,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,1,4,4,,,,,,,,,,,,,,,,,,,,,
Iowa,2,2,3,4,6,13,11,28,16,25,24,13,26,40,42,66,38,43,58,57,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,3,1,4,2,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,1,0,2,0,0,0,2,2,2,0,0,1,0,2,2,0,0,4,1,,,,,,,,,,,,,,,,,,,,,
Iowa,7,2,2,6,1,5,10,10,5,8,8,10,13,15,19,39,42,33,47,40,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,2,2,3,1,0,0,3,0,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4,0,0,1,4,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,2,1,0,1,0,2,0,0,0,1,4,4,9,6,3,1,2,4,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,2,2,0,1,1,1,1,0,0,0,2,1,0,5,2,2,2,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,2,3,3,6,9,2,4,5,4,2,1,7,8,11,11,7,2,7,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,1,2,0,2,7,8,4,7,6,4,3,10,8,18,17,14,21,11,22,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,3,2,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,1,0,0,0,2,1,0,1,2,2,0,1,0,1,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,2,4,5,6,2,5,6,2,7,6,3,3,11,12,13,14,8,14,11,9,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,1,1,3,5,3,4,0,2,1,2,0,1,2,3,2,3,5,5,1,3,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,
Iowa,1,1,2,0,1,0,1,1,0,0,0,1,2,2,0,3,2,0,1,6,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,0,1,0,1,1,1,2,0,2,0,0,0,1,4,0,2,6,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2,4,5,0,3,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,3,0,0,2,0,2,0,2,0,0,0,0,2,3,0,1,1,2,5,2,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,2,1,3,1,3,7,2,5,6,8,13,4,6,7,8,9,10,,,,,,,,,,,,,,,,,,,,,
Iowa,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,2,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,2,0,4,1,0,0,0,0,0,4,1,2,3,6,2,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,1,0,0,1,2,3,4,7,5,3,5,7,3,5,7,5,6,4,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,2,0,3,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,2,0,0,0,0,0,0,0,3,0,0,3,2,5,3,6,5,6,1,4,,,,,,,,,,,,,,,,,,,,,
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Kansas,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,
